timestamp	commit	tool	phase	elapsed_ms	rate_mib_s	bench_size	block_size	redundancy	iters	other_cli	par2_cli
2025-12-28T20:43:07Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	create	1186	13.49	16777216	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:07Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	verify	155	103.23	16777216	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:07Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	recover	326	49.08	16777216	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:09Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	create	1281	12.49	16777216	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:09Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	verify	96	166.67	16777216	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:09Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	repair	166	96.39	16777216	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:10Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	create	1200	13.33	16777216	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:10Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	verify	154	103.90	16777216	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:11Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	recover	327	48.93	16777216	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:12Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	create	1292	12.38	16777216	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:12Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	verify	105	152.38	16777216	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:12Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	repair	179	89.39	16777216	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:14Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	create	1194	13.40	16777216	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:14Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	verify	167	95.81	16777216	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:14Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	recover	365	43.84	16777216	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:40Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	create	20267	3.16	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:40Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	verify	348	183.91	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:41Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	repair	638	100.31	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:58Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	create	16736	3.82	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:43:58Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	verify	594	107.74	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:44:00Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	recover	1320	48.48	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:44:21Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	create	20683	3.09	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:44:21Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	verify	367	174.39	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:44:22Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	repair	687	93.16	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:44:39Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	create	17703	3.62	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:44:40Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	verify	608	105.26	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:44:41Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	recover	1336	47.90	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:45:02Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	create	20577	3.11	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:45:02Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	verify	336	190.48	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:45:03Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	repair	643	99.53	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:45:46Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	create	20578	3.11	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:45:46Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	verify	359	178.27	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:45:47Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	repair	678	94.40	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:46:04Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	create	17133	3.74	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:46:05Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	verify	622	102.89	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:46:06Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	recover	1354	47.27	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:46:27Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	create	20572	3.11	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:46:27Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	verify	343	186.59	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:46:28Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	repair	674	94.96	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:46:45Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	create	17480	3.66	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:46:46Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	verify	625	102.40	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:46:47Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	recover	1358	47.13	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:47:08Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	create	20561	3.11	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:47:08Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	verify	344	186.05	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:47:09Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	repair	677	94.53	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:47:27Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	create	17503	3.66	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:47:27Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	verify	638	100.31	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:47:29Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	recover	1364	46.92	67108864	4096	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:48:47Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	create	66864	3.83	268435456	16384	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:48:49Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	verify	1214	210.87	268435456	16384	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:48:51Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	repair	2441	104.88	268435456	16384	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:50:02Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	create	70575	3.63	268435456	16384	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:50:04Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	verify	2184	117.22	268435456	16384	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:50:08Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2-cli	recover	3607	70.97	268435456	16384	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:51:15Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	create	67314	3.80	268435456	16384	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
2025-12-28T20:51:16Z	5bf6709f94709e6fa6803dcfe8e2c85406a730db	par2cmdline	verify	1294	197.84	268435456	16384	10	3	par2	/Users/pmarreck/Documents-CloudManaged/par2-cleanroom/zig-out/bin/par2-cli
